Hour_End,ERCOT
2019-11-24,37166.72401552381
2019-12-01,37008.47822615476
2019-12-08,37825.83297182738
2019-12-15,40158.573969791665
2019-12-22,43220.17686104167
2019-12-29,36556.59922654762
2020-01-05,38684.171865041666
2020-01-12,39078.33141005952
2020-01-19,38264.419986410714
2020-01-26,39698.319917696426
2020-02-02,39359.15822392858
2020-02-09,40624.568326089284
2020-02-16,41363.01907158334
2020-02-23,40044.253937130954
2020-03-01,38962.185421410715
2020-03-08,36805.094753185556
2020-03-15,38059.26454194048
2020-03-22,38119.94254441071
2020-03-29,39585.333101970245
2020-04-05,36377.393623470234
2020-04-12,38426.52453970238
2020-04-19,35129.498508958335
2020-04-26,38483.603229619046
2020-05-03,40337.80040767857
2020-05-10,39957.489041059525
2020-05-17,40635.631707589295
2020-05-24,46890.39793678571
2020-05-31,40978.2385408512
2020-06-07,48927.68865605952
2020-06-14,48951.520962964285
2020-06-21,49940.65368256548
2020-06-28,48115.73509717857
2020-07-05,53591.76930742262
2020-07-12,55204.077949148814
2020-07-19,56642.32088517262
2020-07-26,53000.05867516667
2020-08-02,50796.33658042857
2020-08-09,54393.02723651191
2020-08-16,58893.52931447619
2020-08-23,52191.090500619044
2020-08-30,55189.68663485119
2020-09-06,51810.04233408334
2020-09-13,46283.32839681547
2020-09-20,46148.408031660714
2020-09-27,42335.01290344643
2020-10-04,39635.27853724405
2020-10-11,44684.44198839881
2020-10-18,42687.30462966071
2020-10-25,42128.922899
2020-11-01,38877.72406671286
2020-11-08,37083.70815507738
2020-11-15,39494.34958201786
2020-11-22,37464.38316917857
2020-11-29,37333.403896244046
2020-12-06,42321.74561787501
2020-12-13,39162.654909833334
2020-12-20,43085.81194554762
2020-12-27,39154.7756705119
2021-01-03,40709.97888521429
2021-01-10,42256.068506375
2021-01-17,44767.444564553574
2021-01-24,38928.570536952386
2021-01-31,39470.49198180953
2021-02-07,39292.17220822024
2021-02-14,52701.75622194643
2021-02-21,45487.02996794048
2021-02-28,35574.593917863094
2021-03-07,36284.267250672616
2021-03-14,36656.37543850906
2021-03-21,36566.15925138095
2021-03-28,37133.04888694047
2021-04-04,36168.73611910119
2021-04-11,40133.15313864881
2021-04-18,38878.96717256548
2021-04-25,37943.798216160714
2021-05-02,41323.527407732145
2021-05-09,43831.684285809526
2021-05-16,40663.67046274404
2021-05-23,41827.801225238094
2021-05-30,45624.70849111905
2021-06-06,43607.67858048809
2021-06-13,53480.85270596429
2021-06-20,55025.012886267854
2021-06-27,54917.84236869048
2021-07-04,50176.263407017854
2021-07-11,50205.59146436905
2021-07-18,52799.18077806548
2021-07-25,53870.54001608333
2021-08-01,57509.72280342857
2021-08-08,53609.90088494047
2021-08-15,56563.36142961904
2021-08-22,55222.36151421429
2021-08-29,56570.556277714284
2021-09-05,57516.0357824881
2021-09-12,51471.70151558928
2021-09-19,49730.761956214286
2021-09-26,47153.00622281548
2021-10-03,47583.888270880954
2021-10-10,46684.29248791667
2021-10-17,43945.31272977976
2021-10-24,43374.2223162738
2021-10-31,41016.25017953572
2021-11-07,38337.55499724334
2021-11-14,38434.25533344643
2021-11-21,39577.68850977976
2021-11-28,38635.46866997619
2021-12-05,39559.26043710714
2021-12-12,41172.310756351195
2021-12-19,41647.52919945833
2021-12-26,39809.37353242857
2022-01-02,41500.265422749995
2022-01-09,44659.06782608334
2022-01-16,44184.506003767856
2022-01-23,47229.30601022619
2022-01-30,44221.91580811905
2022-02-06,49753.62296116071
2022-02-13,43351.38902029167
2022-02-20,42184.887933
2022-02-27,50078.45638857143
2022-03-06,40592.15798799405
2022-03-13,44924.2772514133
2022-03-20,38843.776747607146
2022-03-27,40001.14021671429
2022-04-03,40619.14270627381
2022-04-10,40832.183557714285
2022-04-17,43708.35396801786
2022-04-24,44382.436780839285
2022-05-01,43800.41891154762
2022-05-08,49653.893553613096
2022-05-15,54177.87521602976
2022-05-22,54043.355333422616
2022-05-29,48298.76254683333
2022-06-05,53654.98879691667
2022-06-12,59167.91116819643
2022-06-19,60156.42973864286
2022-06-26,61332.19841599405
2022-07-03,56931.78472177381
2022-07-10,62376.48505607738
2022-07-17,61141.85025234524
2022-07-24,62934.54904230357
2022-07-31,62279.55385185714
2022-08-07,61880.98089060119
2022-08-14,59155.20650115476
2022-08-21,56944.223314244045
2022-08-28,54686.55731892857
2022-09-04,51916.62987647619
2022-09-11,51822.657757654764
2022-09-18,52715.13172880952
2022-09-25,55729.692486023814
2022-10-02,45734.39017399405
2022-10-09,44697.422150791666
2022-10-16,47576.50534492858
2022-10-23,41517.36258573809
2022-10-30,40011.60188830357
2022-11-06,41615.548274713336
2022-11-13,43745.32851011905
2022-11-20,45856.46933541072
2022-11-27,41637.891830577384
2022-12-04,42482.330173410715
2022-12-11,41938.79683206547
2022-12-18,43971.07759802381
2022-12-25,54180.351950476186
2023-01-01,42963.21838984722
